Adresse,Nom,Type,Commentaire,Adresse_ABS,Fonction,Categorie
652.0,_31_RAD_actual_R,REAL,Portée en mètres (codeur absolu) Méc. variation de volée hydraul.,%DB102.DBD652,Méc. variation de volée hydraul.,Télémesure
656.0,_31_V_perm_POS_R1,REAL,Vitesse admissible pour relevage dela flèche Méc. variation de volée hydraul. 2,%DB102.DBD656,Méc. variation de volée hydraul.,Télémesure
660.0,_31_V_perm_NEG_R1,REAL,Vitesse admissible pour abaissement de la flèche Méc. variation de volée hydraul. 2,%DB102.DBD660,Méc. variation de volée hydraul.,Télémesure
664.0,_31_CMD_setp_TC_R,REAL,Valeur de consigne manipulateur pour volée Méc. variation de volée hydraul.,%DB102.DBD664,Méc. variation de volée hydraul.,Téléréglage
668.0,_31_CMD_setp_TC_I,INT,Manipulateur méc. variation de volée : valeur brute de la valeur de consi gne Méc. variation de volée hydraul.,%DB102.DBW668,Méc. variation de volée hydraul.,Téléréglage
670.0,_31_pressure_rod,REAL,Pression méc. de volée côté fond Méc. variation de volée hydraul.,%DB102.DBD670,Méc. variation de volée hydraul.,Télémesure
674.0,_31_pressure_piston,REAL,Pression méc. de volée côté tige Méc. variation de volée hydraul.,%DB102.DBD674,Méc. variation de volée hydraul.,Télémesure
678.0,_41_Travel_setpoint_R,REAL,Translation: valeur de consigne Méc. translation électrique,%DB102.DBD678,Méc. translation électrique,Téléréglage
682.0,_41_F_setpoint_R,REAL,Consigne de fréquence en Hz Méc. translation électrique,%DB102.DBD682,Méc. translation électrique,Téléréglage
686.0,_41_N_actual_R,REAL,Valeur réelle vitesse en t/min Méc. translation électrique,%DB102.DBD686,Méc. translation électrique,Télémesure
690.0,_41_V_actual_R,REAL,Valeur réelle de vitesse en m/ min. Méc. translation électrique,%DB102.DBD690,Méc. translation électrique,Télémesure
694.0,_41_IO_actual_R,REAL,Valeur réelle du courant en A Méc. translation électrique,%DB102.DBD694,Méc. translation électrique,Télémesure
698.0,_41_UD_actual_R,REAL,Tension du circuit intermédiaire enV Méc. translation électrique,%DB102.DBD698,Méc. translation électrique,Télémesure
702.0,_41_UO_actual_R,REAL,Tension de sortie en V Méc. translation électrique,%DB102.DBD702,Méc. translation électrique,Télémesure
706.0,_41_Travel_Position,REAL,Position réelle méc. translation Méc. translation électrique,%DB102.DBD706,Méc. translation électrique,Télémesure
710.0,_41_MS1_X_R,REAL,Ordre: lire et adapter valeur de con signe Méc. translation électrique 1,%DB102.DBD710,Méc. translation électrique,Télémesure
714.0,_41_MS1_Y_R,REAL,Ordre: lire et adapter valeur de con signe Méc. translation électrique 2,%DB102.DBD714,Méc. translation électrique,Télémesure
718.0,_42_Travel_Setpoint_R,REAL,Valeur de consigne translation Méc. translation méc.-hydraul.,%DB102.DBD718,Méc. translation méc.-hydraul.,Téléréglage
722.0,_42_Setpoint_Travel_Y_R,REAL,Translation . entrée de la valeur de consigne générateur de rampe Méc. translation méc.-hydraul.,%DB102.DBD722,Méc. translation méc.-hydraul.,Téléréglage
726.0,_42_Brake_Setpoint_R,REAL,Valeur de consigne freinage P DWON Méc. translation méc.-hydraul.,%DB102.DBD726,Méc. translation méc.-hydraul.,Téléréglage
730.0,_42_Setpoint_Brake_Y_R,REAL,Valeur de consigne freinage avant gé nérateur de rampe w C mw Méc. translation méc.-hydraul.,%DB102.DBD730,Méc. translation méc.-hydraul.,Téléréglage
734.0,_42_MS11_X_R,REAL,Ordre: lire et adapter val. w consigne pour manipulateur transl. cab. de tour Méc. translation méc.-hydraul.,%DB102.DBD734,Méc. translation méc.-hydraul.,Téléréglage
738.0,_42_MS21_X_R,REAL,Ordre: lire et adapter val. consigne pour manipulateur transl. cab. conduite Méc. translation méc.-hydraul.,%DB102.DBD738,Méc. translation méc.-hydraul.,Téléréglage
742.0,_42_MS31_Y_R,REAL,Activer pré-fin de course Méc. translation méc.-hydraul. 1,%DB102.DBD742,Méc. translation méc.-hydraul.,Télémesure
746.0,_42_MS32_Y_R,REAL,Activer pré-fin de course Méc. translation méc.-hydraul. 2,%DB102.DBD746,Méc. translation méc.-hydraul.,Télémesure
750.0,_42_MS13_X_R,REAL,Ordre: lire et adapter valeur de con signe Méc. translation méc.-hydraul. 1,%DB102.DBD750,Méc. translation méc.-hydraul.,Télémesure
754.0,_42_MS23_X_R,REAL,Ordre: lire et adapter valeur de con signe Méc. translation méc.-hydraul. 2,%DB102.DBD754,Méc. translation méc.-hydraul.,Télémesure
758.0,_42_MS33_Y_R,REAL,Activer pré-fin de course Méc. translation méc.-hydraul. 3,%DB102.DBD758,Méc. translation méc.-hydraul.,Télémesure
762.0,_42_Press_service_brake,REAL,Interrupteur à pression du frein de service Méc. translation méc.-hydraul.,%DB102.DBD762,Méc. translation méc.-hydraul.,Télémesure
766.0,_42_Press_monitoring,REAL,Interrupteur à pression de l’accumul ateur de pression Méc. translation méc.-hydraul.,%DB102.DBD766,Méc. translation méc.-hydraul.,Télémesure
770.0,_42_Press_parking_brake,REAL,Interrupteur à pression du frein de stationnement Méc. translation méc.-hydraul.,%DB102.DBD770,Méc. translation méc.-hydraul.,Télémesure
774.0,_46_Steer_Setpoint_R,REAL,Transmission de consigne pour l’entr ée du générateur de rampe de directi on Système de direction,%DB102.DBD774,Système de direction,Téléréglage
778.0,_46_Setpoint_Steer_Y_R,REAL,Transmission de consigne pour la dir ection Système de direction,%DB102.DBD778,Système de direction,Téléréglage
782.0,_46_MS12_X_R,REAL,Ordre: lire et adapter valeur de con signe Système de direction 1,%DB102.DBD782,Système de direction,Télémesure
786.0,_46_MS22_X_R,REAL,Ordre: lire et adapter valeur de con signe Système de direction 2,%DB102.DBD786,Système de direction,Télémesure
790.0,_51_spreader_typ,INT,"Type de spreader: 1=20,30,35,40', 2= 20,30,40,45', 3=20,30,40' Spreader",%DB102.DBW790,Spreader,Télémesure
792.0,_53_CTU_CV_I1,INT,Valeur de comptage:commande de démar rage enrouleur à câble flèche pour r edémar. Enrouleur à câble de flèche,%DB102.DBW792,Enrouleur à câble de flèche,Télécommunication
794.0,_53_Res_int1,INT,Enrouleur à câble de flèche 1,%DB102.DBW794,Enrouleur à câble de flèche,Télémesure
796.0,_53_N_actual_R,REAL,Valeur réelle vitesse en t/min Enrouleur à câble de flèche,%DB102.DBD796,Enrouleur à câble de flèche,Télémesure
800.0,_53_N_Calc_Setvalue_R,REAL,Valeur de consigne de vitesse calcul ée Enrouleur à câble de flèche,%DB102.DBD800,Enrouleur à câble de flèche,Téléréglage
804.0,_53_n_Set_act_Diff_R,REAL,Différence valeur réelle n / valeur de consigne n Enrouleur à câble de flèche,%DB102.DBD804,Enrouleur à câble de flèche,Téléréglage
808.0,_53_Torq_from_Drive,REAL,Valeur réelle du couple venant de l' entraînement Enrouleur à câble de flèche,%DB102.DBD808,Enrouleur à câble de flèche,Télémesure
812.0,_53_I_actual,REAL,Courant apparent Enrouleur à câble de flèche,%DB102.DBD812,Enrouleur à câble de flèche,Télémesure
816.0,_53_n_Setp_virt_PT1,REAL,Valeur antérieure opérateur PT1 : li ssage Enrouleur à câble de flèche,%DB102.DBD816,Enrouleur à câble de flèche,Téléréglage
820.0,_53_INF1_DC_Link_voltage,REAL,Unité d'alimentation 1: tension circuit intermédiaire Enrouleur à câble de flèche 1,%DB102.DBD820,Enrouleur à câble de flèche,Télémesure
824.0,_53_INF1_DC_Link_current,REAL,Unité d'alimentation 1: courant circuit intermédiaire Enrouleur à câble de flèche 1,%DB102.DBD824,Enrouleur à câble de flèche,Télémesure
828.0,_53_INF2_DC_Link_voltage,REAL,Unité d'alimentation 2: tension circuit intermédiaire Enrouleur à câble de flèche 2,%DB102.DBD828,Enrouleur à câble de flèche,Télémesure
832.0,_53_INF2_DC_Link_current,REAL,Unité d'alimentation 2: courant circuit intermédiaire Enrouleur à câble de flèche 2,%DB102.DBD832,Enrouleur à câble de flèche,Télémesure
836.0,_53_INF_Res_1,REAL,Enrouleur à câble de flèche 2,%DB102.DBD836,Enrouleur à câble de flèche,Télémesure
840.0,_53_INF_Res_2,REAL,Enrouleur à câble de flèche 3,%DB102.DBD840,Enrouleur à câble de flèche,Télémesure
844.0,_53_INF_Res_3,REAL,Enrouleur à câble de flèche 4,%DB102.DBD844,Enrouleur à câble de flèche,Télémesure
848.0,_53_Firmware_CU,DINT,État du firmware actuel CU1 Enrouleur à câble de flèche,%DB102.DBD848,Enrouleur à câble de flèche,Télémesure
852.0,_53_Mot_temp,REAL,Température du moteur en degrés Celsius Enrouleur à câble de flèche,%DB102.DBD852,Enrouleur à câble de flèche,Télémesure
856.0,Cycle_Time_R,REAL,Temps de cycle effectif,%DB102.DBD856,,Télémesure
860.0,_61_B11_Angle_X_R,REAL,Calage: angle de l’axe X Equipements de sécurité 1,%DB102.DBD860,Equipements de sécurité,Télémesure
864.0,_61_B11_Angle_Y_R,REAL,Calage: angle de l’axe Y Equipements de sécurité 1,%DB102.DBD864,Equipements de sécurité,Télémesure
868.0,_61_B12_Angle_X_R,REAL,Calage: angle de l’axe X Equipements de sécurité 2,%DB102.DBD868,Equipements de sécurité,Télémesure
872.0,_61_B12_Angle_Y_R,REAL,Calage: angle de l’axe Y Equipements de sécurité 2,%DB102.DBD872,Equipements de sécurité,Télémesure
876.0,_61_Bruttoload_PT1_Y_n_R,REAL,Lissage charge brute Equipements de sécurité,%DB102.DBD876,Equipements de sécurité,Télémesure
880.0,_61_RAD_PT1_Y_n_R,REAL,Lissage de la portée Equipements de sécurité,%DB102.DBD880,Equipements de sécurité,Télémesure
884.0,_61_B1_RAD_Setvalue_R,REAL,Position de la flèche Equipements de sécurité,%DB102.DBD884,Equipements de sécurité,Télémesure
888.0,_61_Rad_S_R,REAL,Portée calculée Equipements de sécurité,%DB102.DBD888,Equipements de sécurité,Télémesure
892.0,_61_Wind_actual_R,REAL,Vitesse du vent valeur réelle Equipements de sécurité,%DB102.DBD892,Equipements de sécurité,Télémesure
896.0,_61_locking_area,BOOL,Superstructure en position brochage Equipements de sécurité,%DB102.DBX896.0,Equipements de sécurité,Téléalarme
896.1,_61_straight_pos,BOOL,Superstructure en position 180° Equipements de sécurité,%DB102.DBX896.1,Equipements de sécurité,Téléalarme
898.0,_63_Rad_sec_actual,REAL,Géométrie de la grue: rayon actuel d istance de sécurité Contrôleur d’état de charge,%DB102.DBD898,Contrôleur d’état de charge,Télémesure
902.0,_63_Bruttoload_R,REAL,Charge brute en tonnes Contrôleur d’état de charge,%DB102.DBD902,Contrôleur d’état de charge,Télémesure
906.0,_63_Taraload_R,REAL,Tare de la charge en tonnes Contrôleur d’état de charge,%DB102.DBD906,Contrôleur d’état de charge,Télémesure
